StockCode,Description,AvgUnitPrice,TotalSold,PriceTier
85032B,BLOSSOM IMAGES GIFT WRAP SET,0.7579787234042553,751,<£1
85032C,CURIOUS IMAGES GIFT WRAP SET,0.7833333333333334,597,<£1
85032D,YULETIDE IMAGES GIFT WRAP SET,0.871186440677966,630,<£1
85034A,3 GARDENIA MORRIS BOXED CANDLES,2.2505263157894735,492,£1-5
85034B,3 WHITE CHOC MORRIS BOXED CANDLES,2.071276595744681,884,£1-5
85034C,3 ROSE MORRIS BOXED CANDLES,1.7832394366197184,1072,£1-5
85035A,GARDENIA 3 WICK MORRIS BOXED CANDLE,3.367402597402598,263,£1-5
85035B,CHOCOLATE 3 WICK MORRIS BOX CANDLE,2.6136363636363638,558,£1-5
85035C,ROSE 3 WICK MORRIS BOX CANDLE,2.1812280701754387,1105,£1-5
85036A,GARDENIA 1 WICK MORRIS BOXED CANDLE,3.526774193548387,211,£1-5
85036B,CHOCOLATE 1 WICK MORRIS BOX CANDLE,2.090222222222222,360,£1-5
85036C,ROSE 1 WICK MORRIS BOXED CANDLE,2.3057142857142856,742,£1-5
85038,6 CHOCOLATE LOVE HEART T-LIGHTS,2.141794871794872,1018,£1-5
85039A,SET/4 RED MINI ROSE CANDLE IN BOWL,1.6007142857142855,445,£1-5
85039B,S/4 IVORY MINI ROSE CANDLE IN BOWL,1.6151923076923076,491,£1-5
85039C,S/4 BLACK MINI ROSE CANDLE IN BOWL,1.3358333333333332,222,£1-5
85040A,S/4 PINK FLOWER CANDLES IN BOWL,1.7106060606060605,807,£1-5
85040B,SET/4 BLUE FLOWER CANDLES IN BOWL,1.65,135,£1-5
85045,GREEN CHRISTMAS TREE STRING 20LIGHT,4.880000000000001,41,£1-5
85047,WHITE BEADED GARLAND STRING 20LIGHT,6.35,3,£5-15
85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,7.769444444444445,1266,£5-15
85049A,TRADITIONAL CHRISTMAS RIBBONS,1.2920802919708028,2907,£1-5
85049B,LUSH GREENS RIBBONS,1.25,54,£1-5
85049C,ROMANTIC PINKS RIBBONS ,1.254811320754717,1198,£1-5
85049D,BRIGHT BLUES RIBBONS ,1.25,539,£1-5
85049E,SCANDINAVIAN REDS RIBBONS,1.2912968299711816,2747,£1-5
85049F,BABY BOOM RIBBONS ,1.25,374,£1-5
85049G,CHOCOLATE BOX RIBBONS ,1.2732377049180328,1580,£1-5
85049H,URBAN BLACK RIBBONS ,1.1948051948051948,448,£1-5
85053,FRENCH ENAMEL CANDLEHOLDER,2.132845528455285,1549,£1-5
85054,FRENCH ENAMEL POT W LID,2.7884444444444445,551,£1-5
85055,FRENCH ENAMEL UTENSIL HOLDER,3.6700000000000004,37,£1-5
85059,FRENCH ENAMEL WATER BASIN,3.358875,290,£1-5
85061W,WHITE JEWELLED HEART DECORATION,0.8559504132231405,1986,<£1
85062,PEARL CRYSTAL PUMPKIN T-LIGHT HLDR,1.6665925925925924,1380,£1-5
85064,CREAM SWEETHEART LETTER RACK,5.381739130434783,205,£5-15
85066,CREAM SWEETHEART MINI CHEST,12.648483516483518,1705,£5-15
85067,CREAM SWEETHEART WALL CABINET,18.55,7,£15-50
85071A,BLUE CHARLIE+LOLA PERSONAL DOORSIGN,0.723804347826087,976,<£1
85071B,RED CHARLIE+LOLA PERSONAL DOORSIGN,0.6224545454545455,1256,<£1
85071C,"CHARLIE+LOLA""EXTREMELY BUSY"" SIGN",0.7483561643835616,607,<£1
85071D,CHARLIE+LOLA MY ROOM DOOR SIGN,0.6845454545454546,362,<£1
85078,SCANDINAVIAN 3 HEARTS NAPKIN RING,0.2989230769230769,1746,<£1
85084,HOLLY TOP CHRISTMAS STOCKING,0.85,17,<£1
85086A,CANDY SPOT HEART DECORATION,0.85,45,<£1
85087,CANDY SPOT CUSHION COVER,2.9985714285714287,40,£1-5
85088,CANDY SPOT HAND BAG,2.2738095238095237,188,£1-5
85089,CANDY SPOT BUNNY,2.9500000000000006,14,£1-5
85092,CANDY SPOT TEA COSY,2.3,27,£1-5
85093,CANDY SPOT EGG WARMER HARE,0.5947619047619048,451,<£1
85094,CANDY SPOT EGG WARMER RABBIT,0.29258064516129034,502,<£1
85095,THREE CANVAS LUGGAGE TAGS,2.356,66,£1-5
85096,HILDA CANDY SPOT RABBIT,3.75,20,£1-5
85099B,JUMBO BAG RED RETROSPOT,2.015877626699629,46181,£1-5
85099C,JUMBO  BAG BAROQUE BLACK WHITE,2.0122306525037934,12793,£1-5
85099F,JUMBO BAG STRAWBERRY,2.0072138554216865,16807,£1-5
85103,SILVER T-LIGHT SETTING,6.3500000000000005,91,£5-15
85104,SILVER GLASS T-LIGHT SET,3.084285714285714,196,£1-5
85106,CUT GLASS HEXAGON T-LIGHT HOLDER,2.4639999999999995,530,£1-5
85107,CUT GLASS T-LIGHT HOLDER OCTAGON,2.4313793103448273,243,£1-5
85109,PINK BOUDOIR T-LIGHT HOLDER,0.85,12,<£1
85111,SILVER GLITTER FLOWER VOTIVE HOLDER,0.3077777777777777,1407,<£1
85114A,BLACK ENCHANTED FOREST PLACEMAT,1.630952380952381,585,£1-5
85114B,IVORY ENCHANTED FOREST PLACEMAT,1.6423076923076922,394,£1-5
85114C,RED ENCHANTED FOREST PLACEMAT,1.6436507936507936,457,£1-5
85116,BLACK CANDELABRA T-LIGHT HOLDER,1.231578947368421,694,£1-5
85118,HEART T-LIGHT HOLDER,1.105,142,£1-5
85123A,WHITE HANGING HEART T-LIGHT HOLDER,2.8931056511056514,36782,£1-5
85124B,BLUE JUICY FRUIT PHOTO FRAME,2.55,82,£1-5
85124C,GREEN JUICY FRUIT PHOTO FRAME,2.55,84,£1-5
85125,SMALL ROUND CUT GLASS CANDLESTICK,4.802631578947368,129,£1-5
85127,SMALL SQUARE CUT GLASS CANDLESTICK,4.95,80,£1-5
85129B,BEADED CRYSTAL HEART GREEN SMALL,1.389375,101,£1-5
85129C,BEADED CRYSTAL HEART BLUE SMALL,1.5525,77,£1-5
85129D,BEADED CRYSTAL HEART PINK SMALL,1.492,166,£1-5
85130A,BEADED PEARL HEART WHITE LARGE,1.65,77,£1-5
85130B,BEADED CRYSTAL HEART GREEN LARGE,0.9564,816,<£1
85130C,BEADED CRYSTAL HEART BLUE  LARGE,0.9428888888888889,479,<£1
85130D,BEADED CRYSTAL HEART PINK LARGE,1.1207692307692307,552,£1-5
85131A,BEADED PEARL HEART WHITE ON STICK,1.2092,469,£1-5
85131B,BEADED CRYSTAL HEART GREEN ON STICK,0.8946153846153846,142,<£1
85131C,BEADED CRYSTAL HEART BLUE ON STICK,1.0036363636363637,73,£1-5
85131D,BEADED CRYSTAL HEART PINK ON STICK,1.005,115,£1-5
85132A,CHARLIE + LOLA BISCUITS TINS,2.873076923076923,455,£1-5
85132B,CHARLIE AND LOLA TABLE TINS,2.75,513,£1-5
85132C,CHARLIE AND LOLA FIGURES TINS,2.3279527559055118,1404,£1-5
85135A,YELLOW DRAGONFLY HELICOPTER,7.95,15,£5-15
85135B,BLUE DRAGONFLY HELICOPTER,7.95,47,£5-15
85135C,RED DRAGONFLY HELICOPTER,7.95,78,£5-15
85136A,YELLOW SHARK HELICOPTER,7.95,51,£5-15
85136B,BLUE SHARK HELICOPTER,7.95,2,£5-15
85136C,RED SHARK HELICOPTER,7.95,35,£5-15
85141,JARDIN ETCHED GLASS FRUITBOWL,5.526190476190476,123,£5-15
85144,JARDIN ETCHED GLASS CHEESE DISH,3.877272727272727,222,£1-5
85145,JARDIN ETCHED GLASS LARGE BELL JAR,5.207142857142857,38,£5-15
85146,JARDIN ETCHED GLASS SMALL BELL JAR,3.6166666666666663,43,£1-5
85150,LADIES & GENTLEMEN METAL SIGN,2.514065040650406,3899,£1-5
85152,HAND OVER THE CHOCOLATE   SIGN ,2.1021308724832215,8164,£1-5
85159A,"BLACK TEA,COFFEE,SUGAR JARS",1.9744444444444442,451,£1-5
85159B,"WHITE TEA,COFFEE,SUGAR JARS",2.090677966101695,622,£1-5
85160B,BLACK BIRD GARDEN DESIGN MUG,0.44375000000000003,105,<£1
85161,ACRYLIC GEOMETRIC LAMP,18.727777777777774,12,£15-50
85163A,WHITE BAROQUE WALL CLOCK ,11.572222222222223,45,£5-15
85163B,BLACK BAROQUE WALL CLOCK ,11.235714285714286,44,£5-15
85167B,BLACK GRAND BAROQUE PHOTO FRAME,3.392857142857143,48,£1-5
85168B,BLACK BAROQUE CARRIAGE CLOCK,9.06142857142857,17,£5-15
85169A,IVORY LOVE BIRD CANDLE,1.1691836734693877,502,£1-5
85169B,BLACK LOVE BIRD CANDLE,1.1504,201,£1-5
85169C,EAU DE NIL LOVE BIRD CANDLE,1.1833333333333333,336,£1-5
85169D,PINK LOVE BIRD CANDLE,1.1659090909090908,232,£1-5
85170A,SET/6 IVORY BIRD T-LIGHT CANDLES,2.1,1,£1-5
85170B,SET/6 BLACK BIRD T-LIGHT CANDLES,1.8282608695652176,179,£1-5
85170C,SET/6 EAU DE NIL BIRD T-LIGHTS,1.9544827586206897,252,£1-5
85170D,SET/6 PINK BIRD T-LIGHT CANDLES,2.1970588235294115,355,£1-5
85172,HYACINTH BULB T-LIGHT CANDLES,0.42,1328,<£1
85173,SET/6 FROG PRINCE T-LIGHT CANDLES,2.167,434,£1-5
85174,S/4 CACTI CANDLES,5.033809523809524,497,£5-15
85175,CACTI T-LIGHT CANDLES,0.4194656488549618,5217,<£1
85176,SEWING SUSAN 21 NEEDLE SET,0.9228,626,<£1
85177,BASKET OF FLOWERS SEWING KIT,0.8813953488372093,775,<£1
85178,VICTORIAN SEWING KIT,1.2703,2371,£1-5
85179A,GREEN BITTY LIGHT CHAIN,2.9770588235294118,119,£1-5
85179C,PINK BITTY LIGHT CHAIN,1.7357142857142858,69,£1-5
85180A,RED HEARTS LIGHT CHAIN ,3.0521052631578947,434,£1-5
85180B,PINK HEARTS LIGHT CHAIN ,3.354761904761905,196,£1-5
85183A,CHARLIE & LOLA WASTEPAPER BIN BLUE,1.3283132530120483,657,£1-5
85183B,CHARLIE & LOLA WASTEPAPER BIN FLORA,1.4042056074766356,977,£1-5
85184C,S/4 VALENTINE DECOUPAGE HEART BOX,2.5598571428571426,1523,£1-5
85185B,PINK HORSE SOCK PUPPET,2.9382352941176473,291,£1-5
85185D,FROG SOCK PUPPET,2.95,15,£1-5
85186A,EASTER BUNNY GARLAND OF FLOWERS,0.42,525,<£1
85186C,BUNNY EGG GARLAND,0.42,413,<£1
85187,S/12 MINI RABBIT EASTER,1.6433333333333333,324,£1-5
85188A,GREEN METAL SWINGING BUNNY,0.85,302,<£1
85188B,PINK METAL SWINGING BUNNY,0.85,75,<£1
85189,HANGING BUTTERFLY  EGG,0.85,9,<£1
85194L,HANGING SPRING FLOWER EGG LARGE,0.8477192982456141,901,<£1
85194S,HANGING SPRING FLOWER EGG SMALL,0.466,1163,<£1
85195,HANGING HEART BASKET,2.1,11,£1-5
85197,SET OF 12 MINI BUNNIES IN A BUCKET,2.1,33,£1-5
85198,ASSORTED FARMYARD ANIMALS IN BUCKET,0.815,86,<£1
85199L,LARGE HANGING IVORY & RED WOOD BIRD,0.6481538461538462,925,<£1
85199S,SMALL HANGING IVORY/RED WOOD BIRD,0.44170588235294117,2234,<£1
85200,BUNNY EGG BOX,1.25,183,£1-5
85202,HANGING WOOD AND FELT HEART,0.42,300,<£1
85203,HANGING WOOD AND FELT BUTTERFLY ,0.4189090909090909,570,<£1
85204,HANGING WOOD AND FELT FLOWER,0.1868181818181818,1876,<£1
85205B,PINK FELT EASTER RABBIT GARLAND,2.55,116,£1-5
85206A,CREAM FELT EASTER EGG BASKET,1.6424528301886792,916,£1-5
85206B,PINK FELT EASTER EGG BASKET,1.65,14,£1-5
85208,SET/12 FUNKY FELT FLOWER PEG IN BAG,2.0836,161,£1-5
85211,S/4 GROOVY CAT MAGNETS,1.2321052631578948,142,£1-5
85212,MINI PAINTED GARDEN DECORATION ,0.38753424657534247,2452,<£1
85213,MINI  ZINC GARDEN DECORATIONS ,0.514,821,<£1
85214,TUB 24 PINK FLOWER PEGS,1.6500000000000001,103,£1-5
85215,ASSORTED CHEESE FRIDGE MAGNETS,0.65,163,<£1
85216,ASSORTED CAKES FRIDGE MAGNETS,0.65,55,<£1
85224,ASSORTED COLOUR SILK GLASSES CASE,2.1,3,£1-5
85225,BLING KEY RING STAND,1.0833333333333333,6,£1-5
85227,SET OF 6 3D KIT CARDS FOR KIDS,0.8732075471698113,1322,<£1
85230A,OPIUM SCENTED VOTIVE CANDLE,0.2633333333333333,840,<£1
85230B,CINNAMON SCENTED VOTIVE CANDLE,0.27736842105263154,1264,<£1
85230E,STRAWBRY SCENTED VOTIVE CANDLE,0.26666666666666666,1101,<£1
85230F,JASMINE VOTIVE CANDLE,0.27666666666666667,338,<£1
85230G,ORANGE VOTIVE CANDLE,0.2708,1032,<£1
85231B,CINAMMON SET OF 9 T-LIGHTS,0.8898198198198198,798,<£1
85231G,ORANGE SCENTED SET/9 T-LIGHTS,0.8577611940298507,573,<£1
85232A,SET/3 POLKADOT STACKING TINS,4.922000000000001,74,£1-5
85232B,SET OF 3 BABUSHKA STACKING TINS,4.95,268,£1-5
85232D,SET/3 DECOUPAGE STACKING TINS,4.924074074074075,175,£1-5
90000A,RASPBERRY ANT COPPER FLOWER NECKLAC,5.95,11,£5-15
90000B,MIDNIGHT BLUE COPPER FLOWER NECKLAC,5.95,3,£5-15
90000D,COPPER/OLIVE GREEN FLOWER NECKLACE,5.95,6,£5-15
90001A,ANTIQUE RASPBERRY FLOWER EARRINGS,4.25,2,£1-5
90001B,ANTIQUE MID BLUE FLOWER EARRINGS,4.25,4,£1-5
90001C,ANTIQUE OPAL WHITE FLOWER EARRINGS,4.25,2,£1-5
90001D,ANTIQUE OLIVE GREEN FLOWER EARRINGS,4.25,5,£1-5
90002D,FLOWER BURST SILVER RING CRYSTAL,3.75,10,£1-5
90003B,ROSE COLOUR PAIR HEART HAIR SLIDES,3.75,6,£1-5
90003C,MIDNIGHT BLUE PAIR HEART HAIR SLIDE,3.75,12,£1-5
90003D,CRYSTAL PAIR HEART HAIR SLIDES,3.75,18,£1-5
90003E,GREEN PAIR HEART HAIR SLIDES,3.75,8,£1-5
90010A,MIDNIGHT BLUE GLASS/SILVER BRACELET,8.95,7,£5-15
90010B,BLACK/WHITE GLASS/SILVER BRACELET,8.95,7,£5-15
90010E,AMBER GLASS/SILVER BRACELET,8.95,10,£5-15
90011A,MIDNIGHT BLUE CRYSTAL DROP EARRINGS,2.95,1,£1-5
90011B,BLACK CRYSTAL DROP EARRINGS,2.95,7,£1-5
90012A,MIDNIGHT BLUE DROP CRYSTAL NECKLACE,2.95,8,£1-5
90012B,BLACK DROP CRYSTAL NECKLACE,2.95,12,£1-5
90013A,MIDNIGHT BLUE VINTAGE EARRINGS,3.75,16,£1-5
90013C,GREEN VINTAGE EARRINGS ,3.75,11,£1-5
90014A,SILVER/MOP ORBIT NECKLACE,7.85,16,£5-15
90014B,GOLD M PEARL  ORBIT NECKLACE,8.2,10,£5-15
90014C,SILVER/BLACK ORBIT NECKLACE,7.616666666666666,4,£5-15
90016A,SILVER/M.O.P PENDANT ORBIT NECKLACE,7.4375,14,£5-15
90016B,GOLD/M.O.P PENDANT ORBIT NECKLACE,8.5,9,£5-15
90018A,SILVER M.O.P ORBIT DROP EARRINGS,4.25,17,£1-5
90018B,GOLD M.O.P ORBIT DROP EARRINGS,4.25,8,£1-5
90018C,SILVER BLACK ORBIT DROP EARRINGS,4.25,6,£1-5
90019A,SILVER M.O.P ORBIT BRACELET,4.95,18,£1-5
90019B,GOLD M.O.P ORBIT BRACELET,4.95,2,£1-5
90019C,SILVER BLACK ORBIT BRACELET,4.95,4,£1-5
90021,LASER CUT MULTI STRAND NECKLACE,11.95,1,£5-15
90022,EDWARDIAN DROP EARRINGS JET BLACK,3.75,8,£1-5
90023,FILIGREE DIAMANTE EARRINGS,4.25,8,£1-5
90024B,NEW BAROQUE B'FLY NECKLACE RED,8.5,4,£5-15
90024C,NEW BAROQUE B'FLY NECKLACE GREEN,8.5,2,£5-15
90024D,NEW BAROQUE B'FLY NECKLACE PINK,8.5,1,£5-15
90024F,NEW BAROQUE B'FLY NECKLACE CRYSTAL,8.5,2,£5-15
90025A,BAROQUE BUTTERFLY EARRINGS BLACK,3.75,2,£1-5
90025F,BAROQUE BUTTERFLY EARRINGS CRYSTAL,3.75,1,£1-5
90026A,GLASS BEAD HOOP NECKLACE BLACK,8.5,2,£5-15
90026B,GLASS BEAD HOOP NECKLACE MONTANA,8.5,2,£5-15
90026C,GLASS BEAD HOOP NECKLACE GREEN,8.5,3,£5-15
90026D,GLASS BEAD HOOP NECKLACE AMETHYST,8.5,3,£5-15
90027A,GLASS BEAD HOOP EARRINGS BLACK,2.95,4,£1-5
90027D,GLASS BEAD HOOP EARRINGS AMETHYST,2.95,4,£1-5
90028,NEW BAROQUE LARGE NECKLACE BLK/WHIT,8.5,2,£5-15
90029,NEW BAROQUE SMALL NECKLACE BLACK,8.5,3,£5-15
90030A,SPOTTED WHITE NATURAL SEED NECKLACE,1.0,72,<£1
90030B,RED KUKUI COCONUT SEED NECKLACE,1.3299999999999998,112,£1-5
90030C,BROWN KUKUI COCONUT SEED NECKLACE,1.0,74,<£1
90031,BILI NUT AND WOOD NECKLACE,1.0,48,<£1
90032,IVORY SHELL HEART NECKLACE,5.73,19,£5-15
90033,IVORY SHELL HEART EARRINGS,2.55,2,£1-5
90035A,"PEARL & SHELL 42""NECKL. GREEN",10.75,4,£5-15
90035C,"PEARL & SHELL 42""NECKL. IVORY",10.75,2,£5-15
90036A,FLOWER GARLAND NECKLACE RED,7.95,6,£5-15
90036B,"FLOWER GLASS GARLAND NECKL.36""GREEN",7.95,4,£5-15
90036C,"FLOWER GLASS GARLAND NECKL.36""BLUE",7.95,6,£5-15
90036D,"FLOWER GLASS GARLAND NECKL.36""BLACK",7.95,11,£5-15
90036E,"FLOWER GLASS GARLD NECKL36""AMETHYST",7.95,7,£5-15
90036F,"FLOWER GLASS GARLD NECKL36""TURQUOIS",7.95,4,£5-15
90037B,TINY CRYSTAL BRACELET GREEN,2.55,6,£1-5
90038A,GLASS AND PAINTED BEADS BRACELET TO,3.75,6,£1-5
90038B,GLASS AND PAINTED BEADS BRACELET OL,3.75,6,£1-5
90038C,GLASS AND BEADS BRACELET IVORY,3.75,6,£1-5
90039A,FIRE POLISHED GLASS BRACELET RED,3.75,6,£1-5
90039B,FIRE POLISHED GLASS BRACELET MONTAN,3.75,6,£1-5
90039C,FIRE POLISHED GLASS BRACELET BLACK,3.75,1,£1-5
90039D,FIRE POLISHED GLASS BRACELET GREEN,3.75,14,£1-5
90040A,MURANO STYLE GLASS BRACELET RED,3.5,6,£1-5
90040B,MURANO STYLE GLASS BRACELET BLACK,3.5,4,£1-5
90040C,MURANO STYLE GLASS BRACELET GOLD,3.5,7,£1-5
90041,PEARL AND CHERRY QUARTZ BRACLET,3.5,2,£1-5
90042A,FRESHWATER PEARL BRACELET GOLD,2.55,3,£1-5
90043,COPPER AND BRASS BAG CHARM,7.455,4,£5-15
90046,WHITE WITH METAL BAG CHARM,4.95,3,£1-5
90048,GREEN WITH METAL BAG CHARM,4.95,3,£1-5
90049,IVORY GOLD METAL BAG CHARM,8.290000000000001,5,£5-15
90050,CRACKED GLAZE NECKLACE IVORY,6.95,6,£5-15
90051,CRACKED GLAZE NECKLACE RED,6.95,6,£5-15
90054,CRACKED GLAZE EARRINGS RED,2.55,1,£1-5
90055,CRACKED GLAZE EARRINGS BROWN,2.55,1,£1-5
90057,DIAMANTE RING ASSORTED IN BOX.,1.3472727272727274,1008,£1-5
90058A,CRYSTAL STUD EARRINGS CLEAR DISPLAY,0.38,324,<£1
90058B,CRYSTAL STUD EARRINGS ASSORTED COL ,0.38,612,<£1
90059A,DIAMANTE HAIR GRIP PACK/2 CRYSTAL,1.65,6,£1-5
90059B,DIAMANTE HAIR GRIP PACK/2 BLACK DIA,1.6499999999999997,9,£1-5
90059C,DIAMANTE HAIR GRIP PACK/2 MONTANA,1.6499999999999997,8,£1-5
90059D,DIAMANTE HAIR GRIP PACK/2 PERIDOT,1.65,6,£1-5
90059E,DIAMANTE HAIR GRIP PACK/2 RUBY,1.6499999999999997,10,£1-5
90059F,DIAMANTE HAIR GRIP PACK/2 LT ROSE,1.6499999999999997,9,£1-5
90060B,FIRE POLISHED GLASS NECKL GOLD,5.95,1,£5-15
90060D,FIRE POLISHED GLASS NECKL BRONZE,5.95,3,£5-15
90062,CARNIVAL BRACELET,12.75,20,£5-15
90063A,WHITE VINT ART DECO CRYSTAL NECKLAC,8.5,11,£5-15
90063B,BLACK VINT ART DEC CRYSTAL NECKLACE,8.5,8,£5-15
90064A,WHITE VINTAGE CRYSTAL EARRINGS,3.75,7,£1-5
90064B,BLACK VINTAGE  CRYSTAL EARRINGS,3.75,11,£1-5
90065A,WHITE VINTAGE CRYSTAL BRACELET,6.75,8,£5-15
90065B,BLACK VINT ART DEC CRYSTAL BRACELET,6.75,1,£5-15
90067A,PINK VINTAGE VICTORIAN EARRINGS,2.9500000000000006,10,£1-5
90069,RUBY GLASS CLUSTER NECKLACE,7.5,2,£5-15
90070,RUBY GLASS CLUSTER BRACELET,5.95,8,£5-15
90071,RUBY GLASS CLUSTER EARRINGS,1.25,1,£1-5
90072,RUBY DROP CHANDELIER EARRINGS,3.75,10,£1-5
90073,VINTAGE ENAMEL & CRYSTAL EARRINGS,4.95,13,£1-5
90074,BLACK DIAMOND CLUSTER NECKLACE,8.95,2,£5-15
90076,MONTANA DIAMOND CLUSTER EARRINGS,2.55,6,£1-5
90078,PINK/WHITE GLASS DEMI CHOKER,7.5,2,£5-15
90079,VINTAGE ENAMEL & CRYSTAL NECKLACE,4.95,5,£1-5
90081A,LILY BROOCH AMETHYST COLOUR,4.95,15,£1-5
90081C,LILY BROOCH OLIVE COLOUR,4.95,11,£1-5
90082A,DIAMANTE BOW BROOCH GREEN COLOUR,6.35,21,£5-15
90082B,DIAMANTE BOW BROOCH RED COLOUR,6.349999999999999,27,£5-15
90082D,DIAMANTE BOW BROOCH BLACK COLOUR,6.35,8,£5-15
90083,CRYSTAL CZECH CROSS PHONE CHARM,1.27,19,£1-5
90084,PINK CRYSTAL GUITAR PHONE CHARM,0.85,1,<£1
90085,CRYSTAL STILETTO PHONE CHARM,0.85,24,<£1
90086,CRYSTAL FROG PHONE CHARM,1.2863636363636362,85,£1-5
90087,CRYSTAL SEA HORSE PHONE CHARM,1.1724999999999999,90,£1-5
90089,PINK CRYSTAL SKULL PHONE CHARM,0.19000000000000003,25,<£1
90093,CLEAR CRYSTAL STAR PHONE CHARM,0.89,47,<£1
90094,NECKLACE+BRACELET SET FRUIT SALAD ,2.55,13,£1-5
90096,NECKLACE+BRACELET SET BLUE BLOSSOM,2.55,8,£1-5
90098,NECKLACE+BRACELET PINK BUTTERFLY,2.55,28,£1-5
90099,NECKLACE+BRACELET SET BLUE HIBISCUS,2.55,20,£1-5
90100,NECKLACE+BRACELET SET PINK DAISY,2.55,1,£1-5
90101,WHITE FRANGIPANI NECKLACE,2.55,15,£1-5
90102,WHITE FRANGIPANI HAIR CLIP,0.85,10,<£1
90103,PURPLE FRANGIPANI NECKLACE,2.55,8,£1-5
90104,PURPLE FRANGIPANI HAIRCLIP,0.85,1,<£1
90108,BLUE BLOSSOM HAIR CLIP,1.05,64,£1-5
90114,SUMMER DAISIES BAG CHARM,2.55,66,£1-5
90116,FRUIT SALAD BAG CHARM,1.6900000000000002,16,£1-5
90118,PINK DAISY BAG CHARM,2.55,6,£1-5
90119,METALIC LEAVES BAG CHARMS,2.4768749999999997,60,£1-5
90120B,BLUE MURANO TWIST BRACELET,4.25,20,£1-5
90120C,GREEN MURANO TWIST BRACELET,4.25,31,£1-5
90120D,WHITE MURANO TWIST BRACELET,4.25,2,£1-5
90122A,PINK CRYSTAL+GLASS BRACELET,4.95,8,£1-5
90122B,JADE CRYSTAL+GLASS BRACELET,4.95,1,£1-5
90122C,TURQUOISE CRYSTAL+GLASS BRACELET,4.95,17,£1-5
90123A,PINK HEART OF GLASS BRACELET,5.95,14,£5-15
90123B,TURQUOISE HEART OF GLASS BRACELET,5.95,8,£5-15
90123C,GREEN HEART OF GLASS BRACELET,5.95,13,£5-15
90123D,WHITE HEART OF GLASS BRACELET,5.95,3,£5-15
90124A,PINK MURANO TWIST NECKLACE,9.95,6,£5-15
90124B,BLUE MURANO TWIST NECKLACE,9.95,4,£5-15
90124C,GREEN MURANO TWIST NECKLACE,9.95,7,£5-15
90125A,PINK BERTIE GLASS BEAD BAG CHARM,1.0583333333333333,109,£1-5
90125B,AQUA BERTIE GLASS BEAD BAG CHARM,1.6833333333333336,19,£1-5
90125C,TURQUOISE BERTIE GLASS BEAD CHARM,1.2666666666666666,73,£1-5
90125D,PURPLE BERTIE GLASS BEAD BAG CHARM,1.35,74,£1-5
90125E,AMBER BERTIE GLASS BEAD BAG CHARM,2.1,1,£1-5
90128B,BLUE LEAVES AND BEADS PHONE CHARM,1.25,1,£1-5
90129A,PINK GLASS TASSLE BAG CHARM ,2.9500000000000006,7,£1-5
90129B,TURQUOISE GLASS TASSLE BAG CHARM ,2.9500000000000006,21,£1-5
90129C,GREEN GLASS TASSLE BAG CHARM,2.9500000000000006,17,£1-5
90129D,AMBER GLASS TASSLE BAG CHARM,2.95,8,£1-5
90129E,PURPLE GLASS TASSLE BAG CHARM,2.95,6,£1-5
90129F,RED GLASS TASSLE BAG CHARM,2.95,16,£1-5
90130A,WHITE STONE/CRYSTAL EARRINGS,2.95,1,£1-5
90130B,TURQ STONE/CRYSTAL EARRINGS,2.9500000000000006,9,£1-5
90131,PINK/AMETHYST/GOLD NECKLACE,6.95,4,£5-15
90133,TEAL/FUSCHIA COL BEAD NECKLACE,4.95,9,£1-5
90135,ORANGE/WHT/FUSCHIA STONES NECKLACE,4.95,6,£1-5
90136,PALE PINK/AMETHYST STONE NECKLACE,9.95,3,£5-15
90138,WHITE/PINK MINI CRYSTALS NECKLACE,4.95,4,£1-5
90141A,GREEN PENDANT TRIPLE SHELL NECKLACE,4.95,4,£1-5
90141B,IVORY PENDANT TRIPLE SHELL NECKLACE,4.95,6,£1-5
90141C,TURQ PENDANT TRIPLE SHELL NECKLACE,4.95,4,£1-5
90141D,ROSE PENDANT TRIPLE SHELL NECKLACE,4.95,3,£1-5
90141E,ORANGE PENDANT TRIPLE SHELL NECKLAC,4.95,3,£1-5
90142D,MOP PENDANT SHELL NECKLACE,4.95,9,£1-5
90143,SILVER BRACELET W PASTEL FLOWER,7.5,19,£5-15
90144,SILVER DROP EARRINGS WITH FLOWER,3.75,7,£1-5
90145,SILVER HOOP EARRINGS WITH FLOWER,5.95,21,£5-15
90146,FINE SILVER NECKLACE W PASTEL FLOWE,6.25,13,£5-15
90147,CHUNKY SILVER NECKLACE PASTEL FLOWE,9.95,21,£5-15
90148,LONG SILVER NECKLACE PASTEL FLOWER,12.75,8,£5-15
90149,SILVER FLOWR PINK SHELL NECKLACE,7.12,52,£5-15
90151,SILVER/NATURAL SHELL NECKLACE,8.5,8,£5-15
90152A,SILVER/NAT SHELL NECKLACE W PENDANT,5.95,3,£5-15
90152B,BLUE/GREEN SHELL NECKLACE W PENDANT,5.95,1,£5-15
90152C,BLUE/NAT SHELL NECKLACE W PENDANT,5.95,1,£5-15
90154,LAZER CUT NECKLACE W PASTEL BEADS,8.61,57,£5-15
90155,RESIN NECKLACE W PASTEL BEADS,7.5,6,£5-15
90156,RESIN BRACELET W PASTEL BEADS,4.95,3,£1-5
90157,RIVIERA NECKLACE,4.95,7,£1-5
90158,ST TROPEZ NECKLACE,4.95,14,£1-5
